comment_id,author,text,published_at
UgxbMrO5mQh2sHFYN6N4AaABAg,@MayorVideo,oh i was in this video... i never watched it,2023-03-16T00:38:16Z
Ugyleyf94azQMLleOUB4AaABAg,@123456kost,5:11 That seems like real sweat. I mean real athletes sweat and they seem like high performance athletes. Sweat babyyy Ki Ki Raaaa Ai Ai Sweat Sweat,2023-03-13T19:52:07Z
UgxEJjgyWWk2UMB6CHx4AaABAg,@lawnguyland_guy,wow what a great idea,2023-03-13T16:00:50Z
UgzJvGXyWzTCNBlfhkt4AaABAg,@americancanadian6539,Real life lore moment,2023-03-11T18:31:57Z
Ugw6ifKLkEDfbsxZcxV4AaABAg,@jamcdonald120,"1:40 ah lille, my favorite European town",2023-03-08T09:03:24Z
UgycOgbDLedgmpj507J4AaABAg,@JoeNoJosephReacts,i've never been hunted but i have hunted....,2023-03-06T17:43:54Z
UgzlJRO-eW83wHXQa3x4AaABAg,@jameso1226,Good video,2023-03-06T08:19:09Z
Ugym2c0mpkdbX9mrbSN4AaABAg,@GOTHICDRAGONS-TRAVELS,"I love this video!
I love the idea of playing tag with some extra playing rules through Europe! 
I also like it that all three of the guys filming the journeys they make",2023-03-05T23:51:24Z
Ugx66Zpu5upNkfCngHl4AaABAg,@blocks89,nooo Ben :(,2023-03-02T09:25:25Z
UgyNygEWfLiYp155WIp4AaABAg,@lelefox2424,I never would have believe Charleville Mézières would ever be in a video,2023-02-18T11:45:42Z
UgyJCOtpNd_Iz4SZY5t4AaABAg,@kwanlinus6999,"22:33 Worrying about stucking in Dunkirk, 80 years later",2023-02-18T01:27:24Z
UgyDj65MNbbpJMHs4Zt4AaABAg,@dalyn555,i have been hunted by men,2023-02-09T17:22:26Z
UgxtY0FgF897sIj1jYd4AaABAg,@scubabunny81,Dunkirk is six letters... 😆😆 Edit: D'oh. Well played!,2023-02-07T19:39:59Z
UgzpXOl4ZbJUx0RGJRp4AaABAg,@jefferybezos5799,sam should of gone to Lille,2023-02-07T08:43:40Z
UgzExPl-_bMVKfouJhh4AaABAg,@Cattrap259,I got so excited when he said he’s from Colorado because I’m from there too,2023-02-07T04:55:34Z
UgzbRyvgUmt2WQsKzDp4AaABAg,@degenerate703,Sup nerds,2023-02-02T07:05:44Z
Ugyl9BraotK6HjzMhft4AaABAg,@JosephLink,"I love how they don’t think of hiding in the train bathroom until the train starts to move, and then get off lol.",2023-01-31T20:51:16Z
UgxDFQsQmjVH9X30y454AaABAg,@larry7898,Dunkirk (Dunkerque) is actually 9 letters in French :),2023-01-31T03:08:20Z
UgwpfFirWdsN-2xrXmJ4AaABAg,@quinnlevy8996,"""I've been navigating with cardinal diretions and...vibes"" I felt this one too hard",2023-01-31T02:57:51Z
Ugzecsk6hh0Z9kCjrMN4AaABAg,@nomisnestral6956,Cardinal Directions (and vibes) sounds like the title of a long lost terrible Yes project.,2023-01-31T00:30:21Z
UgwvuGpJnVO3WAm-ue54AaABAg,@Ktykzyot,Haaland,2023-01-29T19:44:08Z
UgyeM6HfVn7mw--4uEd4AaABAg,@scavengertag,"We played a game of tag inspired by Jet Lag but only in Vienna and all in one day.  It's a version of this game that anyone could play, so if you liked this definitely check it out and do it yourself!",2023-01-29T16:10:12Z
UgzLki8gtIMjvzWIw094AaABAg,@MrDreamRugby,"« Who is Danny Ricciardo? » 
Damn",2023-01-29T12:49:10Z
UgyjqeVmJ83HuLUb_QF4AaABAg,@palestinianmapping5724,oh the wendover productions guy,2023-01-22T05:36:48Z
UgwufLiHda4Oqf44Gcp4AaABAg,@walksanator,I like how the curse card saved him,2023-01-20T02:00:44Z
Ugy3H3UFomD-8Sa0IVh4AaABAg,@maximbrekhman4276,"This set of rules and the size of the circle they're playing this game in is super fun. Is there any other place in the world where this game could've worked on this scale? To me it seems there isn't any other place in the world with dense enough public transportation for the game to work this well anywhere else. If I had to choose it seems possible that it could work in East Asia (Japan, China, Singapore) but someone lmk if I'm wrong.",2023-01-19T05:40:20Z
UgyCpRBqR2zBnH7sKyF4AaABAg,@xanmuffin7479,ive been hunted by ben for sport :),2023-01-18T23:51:03Z
Ugwmh6kw8BQMW_pb_AR4AaABAg,@MoloIongo,I have indeed been hunted by the FBI and the Interpol for things I don’t think I can say online.,2023-01-15T05:22:34Z
Ugznii87El7W1rdX7-R4AaABAg,@niko-8848,"5:05
6:40
13:00",2023-01-14T05:13:30Z
UgxUA5ZJUskuAAdDksR4AaABAg,@ybbn.ybcgspotting,Next video tag across the world,2023-01-10T08:11:08Z
UgzyBZF-J7x5lLqwqTV4AaABAg,@TonicVideos17,I feel like a game a tag across Europe or anywhere else is something a rich dude does for fun lol,2023-01-07T05:44:59Z
UgxwRmH-uzrzUpkWBCl4AaABAg,@GearsDatapacks,I want to play this now.,2023-01-04T10:38:52Z
Ugzlo4HiA3UDoWZ7Iot4AaABAg,@PachinkoMedia,Who edited these? They're great!,2023-01-04T05:41:30Z
Ugz8Nc_s_hzwqBiFB9Z4AaABAg,@donaldstevens272,this is such a great example of how much more walkable Europe is than North America,2023-01-03T02:28:28Z
UgwGEgHro626JlYAVSJ4AaABAg,@nandinmaster,Uh… oof.,2023-01-02T22:05:13Z
UgweIEhtmwpOg_hgcOR4AaABAg,@legendarycontent5344,like the vid,2022-12-31T21:38:44Z
UgzoXtvtoMP6vaarrmJ4AaABAg,@silkeHoekstra,I think it'd be more fun if you could only check his location every half an hour or so,2022-12-30T23:03:03Z
UgxEw6P8_RHmSD1Nmqx4AaABAg,@DeliciousLemonSauce,Should have hid in the train toilet until it departed,2022-12-29T15:35:16Z
Ugy4Za7Hn-QpaXanDoN4AaABAg,@raymondh5456,"Aw ben and adam are actually so endearing. Watching the US jetlag first was not the move to get to know them, was rooting for Sam and seeing luck on their side was aggravating. But this one was nice, the team dynamic was wholesome, getting to see their interactions with Sam was cool.",2022-12-29T14:32:16Z
UgwAkN92g47nsrXAdRp4AaABAg,@ThaviDuckL,NO I GOT 2nd IM SO SAD gg,2022-12-29T07:18:17Z
UgxCbr6WjqdKK4UREE54AaABAg,@bendugamr_the_blobfish,I wanna go back to Germany.,2022-12-29T06:49:45Z
UgxEKNnkkKqmY55DF8J4AaABAg,@dorklao,I have been hunted by men ☹️🤺,2022-12-28T19:43:37Z
Ugxoawog0omJkE8Mb014AaABAg,@setuoq2154,The way he pronounces Lille xD,2022-12-27T17:28:07Z
UgxCpuMR_3Kzgdcz78V4AaABAg,@mathewleuret7881,these dudes r so weird,2022-12-27T15:25:46Z
UgzEQ8n1YyYBbN6v1et4AaABAg,@7pummel764,That f1 reference i Love it,2022-12-26T14:58:44Z
UgyeYd-S6R1Wbce21-Z4AaABAg,@Vnan2003,"bb i love this channel sm 
thx u for this content",2022-12-26T14:41:50Z
UgwkLjq3DAdFhJeoZpt4AaABAg,@BloodyComedyy,We need season 2,2022-12-26T11:57:37Z
Ugwwq5PwtSFYOvKPwTt4AaABAg,@kriptonix41,"What apps do they use, i need help",2022-12-26T09:36:58Z
UgxUnbpZffPIHupg5Bx4AaABAg,@kyddian6136,the orange goo from the sandwich was andalouse sauce,2022-12-25T19:44:24Z
UgxekLqsjKgTv8Cw_ot4AaABAg,@sebastianmauro1597,Two big men chased me into their basement,2022-12-25T18:56:12Z
UgxrJ51kwnsnf8fm4_x4AaABAg,@drustro,SIDEMEN DO THIS!! amazing vid btw guys,2022-12-25T04:45:45Z
UgziIG0x-e8bkAGwgdN4AaABAg,@Luh_Jet,Don’t worry Sam I get the Danny Ricardo F1 reference,2022-12-24T06:31:47Z
Ugxy5ADYEH9uxtTjr6t4AaABAg,@Bottledairsniffer247,Where is number 2?,2022-12-23T22:59:48Z
Ugy_o8Tni1teUWf1ZlF4AaABAg,@JayJayGamerOfficial,"I actually love that Daniel ricciardo reference with the hat and it is too true, hopefully after some time off, he does better",2022-12-23T16:41:12Z
UgxtFWBj2zLz0f8isst4AaABAg,@AWildCellist,Hey ludbuds,2022-12-23T04:35:58Z
UgwqpVBY82qK9rre1Ex4AaABAg,@kingjulian1202,I heard the voice and was like is it half as interesting?!? and then I realized it's affiliated with wendover productions,2022-12-22T21:54:44Z
UgwiU13LQ1_DXN1TQWx4AaABAg,@bitchwhotffff2008,the hat reference 😭,2022-12-22T18:27:37Z
UgwjK6CC1vN3_1CWHkl4AaABAg,@cascusters8253,I live In BELGIUM,2022-12-22T16:13:07Z
UgyljFpEuuePTCx4R8V4AaABAg,@StijnMolleman,"Borkum is the Netherlands, not Germany mate",2022-12-21T23:51:49Z
UgzO_e7TUS_WUXtmk-F4AaABAg,@Styxz__,This video has haunted my recommendations for months,2022-12-21T21:21:49Z
UgxVwoOQ65GrA1BpPcN4AaABAg,@sharonazahn1830,Ben sounds like Gabe from the office 😂,2022-12-20T16:13:43Z
UgyXZ4SiDRqAItRqwuJ4AaABAg,@eeggllee9728,"ben i so annoying, the way he speaks makes me wanna blow my eardrums out",2022-12-20T15:49:44Z
UgwhoyJ2baGw6oGAB1F4AaABAg,@mariusvesterby5393,“Dunkirk is six”,2022-12-20T13:57:27Z
UgxVqJezhyHz0MAijop4AaABAg,@sebimoisa,Where we can find the cards with the challenges?,2022-12-20T09:15:49Z
UgyLnsM9DlSa4LrDlKJ4AaABAg,@zachfleming523,"I get the dany riccardo hat! Agreeing with you, he did do trash this season, but respect for supporting him still 👊",2022-12-20T00:28:02Z
Ugz2JZ5k652cqRfscJd4AaABAg,@ozon6718,"I almost don't understand English, but when I see this film, I decided I will be learn English more. You are subscribed by me.",2022-12-18T19:28:34Z
UgwRQim4lBEt8umvGN94AaABAg,@rudmad00,Danny Ric catching stray bullets,2022-12-17T23:10:23Z
UgwvZirZD1tfKQLRIG14AaABAg,@Tacoqwerty,"Spitting in public is also illegal, but never enforced. That would have been so much easier",2022-12-17T20:07:21Z
Ugy_zR1enq3xyJ0LgJV4AaABAg,@Spicy_Kiwi,Mr.Beast we need you to do this but with five runners and 10 chasers but it’s over the course of 7 days,2022-12-16T22:31:02Z
UgyAg1ZPLH6nXiXhWhV4AaABAg,@lester44444,15:33 really just....walking right through the public for hide and seek ay,2022-12-16T08:12:59Z
UgzfgQc4l7mqIF56Wyt4AaABAg,@tatamitchell7710,I like how they show what he's doing then the two boys waiting know exactly what he's gonna do,2022-12-16T01:00:56Z
Ugz7kRNCOEyhtStU5n14AaABAg,@Markoni1100,i have been hunted by men for sport,2022-12-15T17:23:05Z
UgzaeT7XaQCLOA0h0-F4AaABAg,@Goatt22,try it in ukraine next,2022-12-15T16:00:37Z
Ugx9JuNFAhRhCKbuKy54AaABAg,@paticemd,6:45 he was indeed the only person.,2022-12-14T01:42:52Z
UgxDUSR58pRxhvnsxCd4AaABAg,@eeeee11235,22:44 curse is now blursed,2022-12-13T22:47:29Z
UgxJ7qcJVV3L4djBRXV4AaABAg,@PeePeeSam,These guys fr playing Scotland Yard but Europe,2022-12-13T18:23:35Z
Ugypu5wT60WyPPIHlHV4AaABAg,@jtvme4475,What do they win,2022-12-13T13:42:36Z
UgzdtG1qUwnVyVl1DfZ4AaABAg,@merelmoukje2229,"Ihave been hunted 
(by my friends)",2022-12-13T12:41:53Z
UgzzFh4vVocrpzOFk-V4AaABAg,@ExoticGamerXD,Danny Ricciardo 💀,2022-12-13T09:19:45Z
UgwDNkJNisD-hBUJevN4AaABAg,@isaacbarlow1432,Great video,2022-12-12T18:49:54Z
UgyZT8ZsDb9Jv5lBFDV4AaABAg,@stoner1429,I have been hunted by men for sport😅,2022-12-10T22:42:31Z
UgxYgoEiWIQaHDpF1rN4AaABAg,@iixn,is ben gay,2022-12-10T22:16:17Z
UgzIjnfo0u9KqE1YCoN4AaABAg,@santiagobrunet7722,"Quick question, can the runner Hitchhike?",2022-12-09T08:07:02Z
Ugxf-R7anByfXcnGO4d4AaABAg,@DamnDort,"Me and some friends played this but in a city, we put a air tag in each others pockets and the runner ran.",2022-12-09T05:08:09Z
Ugz63Mwbur1XRbuZQ6J4AaABAg,@Facuvm,"Just discovered this content and it blows my mind, incredible",2022-12-09T01:43:55Z
UgxDJyJqSWKOyBSryyd4AaABAg,@jtlowery6642,Please release the deck of cards/app you used for the coins. It would be amazing to be able to try this game for ourselves! It would be the best youtube merch ever!,2022-12-08T23:27:33Z
UgzFWpCXkAhMupy878h4AaABAg,@myJOJA,10:40 Aawh the runner is preselected? how is that fair?,2022-12-08T22:27:59Z
UgzF3gGjiDOaddYJzBx4AaABAg,@carlosporrasrodriguez8084,"You know what I find extremely annoying? Haters. These guys are doing their best in making awesome and fun content to us and someone thinks can criticise in that way? Terrible. Keep going guys, we love you!",2022-12-08T22:06:26Z
UgziPtf37wn7nFae2Dl4AaABAg,@marialuca5854,"The public transportation system in France is really weird, in September there is sometimes only one bus a day on weekends to smaller villages, has caused me some trouble in my recent travels😂",2022-12-08T15:10:01Z
UgxfYs-zEL218TY98RR4AaABAg,@marialuca5854,"16:26 lesson learned, hide in the bathroom before the train departures😂",2022-12-08T15:04:57Z
UgwW5HRkzyYpRjho5454AaABAg,@oliverlewis3126,If I’m rich when I’m older I’m definitely doing this it looks sick,2022-12-08T13:33:53Z
UgwlePwyn6Dp9Is7-Tl4AaABAg,@lavrenteva9126,So cool I would love todo this someday,2022-12-08T13:06:29Z
Ugz3kma3J4TzShDtkbN4AaABAg,@nelsontam7317,"Cursed card (X)
Helper card (tick)",2022-12-08T11:42:23Z
Ugy6fMhOON2a7PcCILt4AaABAg,@EduardoCarvalho-nq6nn,That Daniel Ricciardo reference was… sad 😂,2022-12-08T11:12:12Z
UgzrhaNSDXa79Q-n93N4AaABAg,@nottaco4033,cursed card coming in clutch,2022-12-08T02:11:58Z
UgxEXAIhH-z7OQ5N9ON4AaABAg,@Subbng2pplthatsub2me,Is Sam a boy or a girl?,2022-12-07T21:30:33Z
UgygvlZcjy5sZTdSkxZ4AaABAg,@itz9135,that cursed card saved him so hard,2022-12-07T20:13:22Z
UgyFbiqV1aOkfqBpW1N4AaABAg,@michaelbirkett4932,"Oh, so you’re not just going by foot? Lame",2022-12-07T19:58:14Z
UgwhYHo4TDo6rtL0EqF4AaABAg,@HoaxNess,"It's so weird seeing you go to the place I live, huh xD",2022-12-07T14:22:58Z
Ugyznu_2-KXbjjTfCxl4AaABAg,@micomicomi5485,"How is this game even fair? Clearly Ben has advantages over others since the next runner will start wherever Ben is caught. So Ben, who started at the mid-point, is closest to his destination.",2022-12-07T12:26:32Z
UgwVwN6ZdwK27qdJVVh4AaABAg,@LamboCc,"There may not be words explaining their happiness after all this work on this video, and the results! Fantastic job guys, keep up! YouTube didn't recommend you for nothing to my home page!",2022-12-07T08:49:37Z
Ugxah2miBfsDJWZ17EZ4AaABAg,@roscoeposcoe,actual dedication. ive been dreaming of seeing a video like this all my life,2022-12-06T23:32:54Z
UgxUOTegqaJX8MOG-FV4AaABAg,@myJOJA,"So if you are the one who does the actual tag, you become the runner.",2022-12-06T22:51:13Z
UgzxbCAgqF-8ORy5Ql14AaABAg,@aignel5096,It is funny cuz this is posible to do in europe but not in USA cuz the Public Transport sucks,2022-12-06T22:48:18Z
UgyADyJenQrkq26WyM94AaABAg,@thomasyeager8557,Same with mayor video I agree,2022-12-06T21:59:50Z
UgwGj00BzilrsGP6NQx4AaABAg,@kumaluma,"what a smart thumbnail, nice one!😊if anyone was unsure of what i was talking about, its ""eur it""",2022-12-06T20:39:16Z
Ugw-d90uTcsc5YUZcTF4AaABAg,@thestratposter3515,.,2022-12-06T19:40:20Z
UgxNtnIUT_FIvQ4Ul6p4AaABAg,@daymien_fitzpatrick,the Dani Riccardo comment 😭,2022-12-06T19:18:37Z
UgzM-Ua2qTJrrdzrYbF4AaABAg,@joaopedrobezerrabarbieri5145,Do some of you make voice overs for other youtube channels?,2022-12-06T18:11:26Z
Ugw4M8v2yheJ21iwFTh4AaABAg,@freddyrene960,Dunkirk is 7 letters,2022-12-06T17:49:05Z
UgxDPbCFdXOyy4kkUUt4AaABAg,@davidhaluza7221,Daniel Ricciardo is a formula 1 driver if anyone is wondering.,2022-12-06T16:28:01Z
UgwCOs_gKErmRpINgPF4AaABAg,@alexfredenberg165,Hello my name is Alex I just subscribed to you guys I'm already liking the vibes. You guys are pretty 😎,2022-12-06T15:35:23Z
UgzEYiP34KF0XRTe9O94AaABAg,@GreklFrog,WENDOVER PRODUCTIONS?!,2022-12-06T11:30:39Z
Ugwu41qRahMtjPDZ4jJ4AaABAg,@baccaandthesquad17,Do this again,2022-12-06T02:45:20Z
UgzvxeSUbftykU-Cozt4AaABAg,@antonydi,Dunkirk is 7,2022-12-06T01:35:39Z
UgzrL6UHX0Tak89p3Lp4AaABAg,@lcasbdr254,"lmao,i dare you to do it in south america",2022-12-05T23:29:06Z
UgyuH_RvIwdS_x10X-R4AaABAg,@davyvanderschoot6406,This is my favourite series on YouTube of 2022,2022-12-05T21:29:08Z
UgyBY9B8AWo8zGE0hOt4AaABAg,@ArmanKhan-tf1wy,Why does Adam look like Thomas muller,2022-12-05T16:48:19Z
UgzHNT4L_6a2U1MLBsB4AaABAg,@SuperCatShine,Dunkirk is 7 letters,2022-12-05T12:35:43Z
UgwnYrm4jtkxVXgrABB4AaABAg,@Nozidumb,My brother hunted me with a sandal,2022-12-05T06:41:29Z
UgyGaq2mX_jMG0k5Xu54AaABAg,@retrauma2505,"POV: you came her bc of the pun on the title



👇",2022-12-05T05:30:05Z
UgwiUImc1TuJ-Z8XQTZ4AaABAg,@carterpao,Why do they all run so weird,2022-12-05T02:57:24Z
Ugw-4sqUEIsz2XIqEsB4AaABAg,@doogs_sd4357,wow,2022-12-04T18:47:28Z
UgzV-bfVJstz7LKQ2F54AaABAg,@thomasvancamp2203,Sounds an awful lot like Wendover Productions,2022-12-04T18:37:10Z
UgwttmWAxjOIiMn2eQF4AaABAg,@Neil6837,15:38 the reaction XD,2022-12-04T18:25:45Z
UgyW-RAO09ZlwMInhal4AaABAg,@ThinkAboutVic,"""who the hell is danny ricciardo?""
""it's fine you won't get that reference""
as a fellow danny ric fan, it's pure pain",2022-12-04T15:05:03Z
UgzIL3SbbN3thOWHMxp4AaABAg,@sheppyg7279,I live in Guernsey,2022-12-04T14:17:43Z
UgxlYnY4DSLjb_TMKn94AaABAg,@aengelen2001,Can you buy these cards. I want to play this game 2.,2022-12-04T13:14:15Z
UgwUxMpZn61iYmf32zp4AaABAg,@notdylxn,i’ve been hunted,2022-12-04T13:12:08Z
UgwJW0XVVHqX5k--Flx4AaABAg,@jakebillingslea4148,I dont think ive been hunter.. i guess idk tho fr,2022-12-04T08:38:16Z
UgwRD5v3xJYxfqq_NEF4AaABAg,@skymorris4443,You're*,2022-12-04T03:54:39Z
UgwOdnIlU8a4CBqOwlp4AaABAg,@Snfkjrg12356,This concept is amazing,2022-12-04T01:01:27Z
Ugy_SIks0R8SC4FO5CV4AaABAg,@irissupercoolsy,wait this video went through Ghent?? So cooool,2022-12-03T22:56:23Z
Ugzp8DiWmfWdZ0LvVrF4AaABAg,@nedalsoned9940,"mans thought dunkirk was 6 letters

nvm i got baited",2022-12-03T21:05:02Z
Ugx0D2pfhNBA4h-SZ554AaABAg,@Ghost-ox2nh,Ben are you okay after eating that sandwich?,2022-12-03T20:04:07Z
UgyCX2kYimbct3NaucB4AaABAg,@progamer_43,Yes the police tryd to kill me for killing a dog,2022-12-03T07:11:54Z
Ugx85FXMHi5U653mCkl4AaABAg,@iamkeiju6756,"I usually hate youtube ads but for THIS, I'm willing to watch a few ads",2022-12-03T02:22:12Z
UgxrCcoapVA0g0B5U7h4AaABAg,@hugo57k91,14:39 why didn't they split lol?,2022-12-02T01:35:26Z
Ugw-eS7rZp0SHcO3_v14AaABAg,@tiabrotherton8,"when he asked who Daniel Ricciardo was my heart died a little inside, I hear you f1 fan",2022-12-01T20:42:46Z
UgyeoJD_MpR--nNIbNJ4AaABAg,@DanielRiabchyk,Jesus loves you and He died for you!,2022-11-30T20:09:51Z
Ugzd0pA3tw7ZS2NLOCd4AaABAg,@LexusLFA554,"""Be Careful with the Girl"" xD
I got a shoutout for this, it is great to watch so far.",2022-11-30T19:41:05Z
UgweITGi5x2MKxNfxaN4AaABAg,@TrailMix324,This has to be one of the most creative and entertaining videos ive seen in a while i love this omg,2022-11-30T08:36:56Z
Ugw95UXm0k4PkqfTG4J4AaABAg,@Exocool,22:48 that wasn't a curse that was a blessing.,2022-11-30T02:45:18Z
Ugz9O0XGcJVd5jK_eDt4AaABAg,@YepItzMe_1,I tried this and I died.,2022-11-29T22:01:10Z
UgxjPEmOKeojjXXdVx94AaABAg,@grayintentions1685,"those stairs bring back the memory of the street next to it being like only adult stores, and my middle school travel group had to walk down the road lol",2022-11-29T20:32:41Z
UgzmzrxewWblEKYnaFJ4AaABAg,@awesome1number1,But like why is half of Ben and adams area literal water?,2022-11-29T01:47:27Z
UgzQzme5skHcWRDBBo94AaABAg,@soulnote,OMG FINALLY SOMEONE TO RELATE TO ME BEING HUNTED BY BEN!,2022-11-29T01:25:06Z
UgywpZJAIorWZ9EEX7l4AaABAg,@paveltheplatypus,is wendover in this?,2022-11-28T20:25:31Z
Ugyb3QyrSkXFyGjk1Td4AaABAg,@sirsam0079,"3:45 ""But i wOoOnder..."" haha",2022-11-28T16:52:59Z
UgzlD5SnzfQdR8TU2-Z4AaABAg,@sebastianbenningfield1055,HOW HAVE YOU NEVER HEARD OF DADDY CARDO,2022-11-28T06:16:20Z
Ugx_Ywslnxnvo1jQyph4AaABAg,@amandawheeler1861,I am being hunted😮,2022-11-28T03:50:48Z
UgyQi4BS4u9B_VBARTF4AaABAg,@daveschillz,The life of white people,2022-11-27T23:17:20Z
Ugyvb1eAmOmA6C2iU0x4AaABAg,@CatieChapman,"Also I’m glad y’all are incorporating challenges that make sure you’re taking care of yourselves at the bare minimum (eating on time, resting). I’m concerned for y’all sometimes!",2022-11-27T03:30:49Z
UgyJKyhtsv9ejMfNPNx4AaABAg,@CatieChapman,I love this season!!! Adding the price for transit is perfect.,2022-11-27T03:25:24Z
UgwXeIauxjJ41qdaZTl4AaABAg,@urmur,Is there a woman's team? I want to see this game done by women!,2022-11-26T22:23:08Z
UgxH7Uv-ILt302M22mR4AaABAg,@mjherbie,i was hunted by my friends in a game and it was very intense and i felt like i was going to die,2022-11-26T21:19:21Z
Ugyk30PsBOSic7v5TJR4AaABAg,@lewiszzz13,What 2 are in a relationship and who’s the third wheel. Or is this a 3-way thing,2022-11-26T17:21:29Z
Ugw7XaoKk77A5sWHIPB4AaABAg,@quigley_cav,Danny Ricc reference! Fellow F1 fan here 👍🏎,2022-11-26T12:35:43Z
UgwdQVcbfQsiZhfekyF4AaABAg,@firedragon708,Bus to Hirson звучить по нашому),2022-11-26T10:19:14Z
Ugy2EQLp43ktZNliEdZ4AaABAg,@spiderorchid1740,Ben = Gay?,2022-11-26T10:12:39Z
UgwsnC-lK33LjXLbAQJ4AaABAg,@moonstrifflimestone5493,"Dude, this is such a cool series!!!! Ugh, this looks like SUCH a fun game to play. It really scratches my ""people being chased across the country"" itch. :) <3",2022-11-26T01:44:04Z
UgwY4wFKRYeeXE4Kw454AaABAg,@neutralmortal,Imagine a world wide hunting game app.,2022-11-25T18:01:12Z
UgyaRW_JyKmltbWi_PB4AaABAg,@TMatthewT,I’ve been hunted but not for sport 😅,2022-11-25T15:07:24Z
UgwcUPCGD01FhF05_Fh4AaABAg,@ewengalerne1754,"Precisions about drinking in France, you're allowed to drink in public but it's not allowed to be drunk in public( anyway nobody cares if you're drunk, you're problem)",2022-11-25T14:20:11Z
UgzcMk6aAMaCq6ocsbJ4AaABAg,@jakubvidlak9325,This is the best video what I ever see,2022-11-25T14:02:17Z
UgyaxIrEXtl6iZKMwKB4AaABAg,@fuckbitchesgehmoney,You all run so fucking weird,2022-11-25T06:54:54Z
UgwHqiFXtVl4mabscWR4AaABAg,@123a03-m,navigating with cardinal directions and vibes. seems like a good strategy tbh,2022-11-25T03:39:41Z
UgyjVHnR9MWcR2wQ50R4AaABAg,@kenzhang818,Great vid,2022-11-25T03:26:53Z
UgwksPeoaNQEMBPVfPV4AaABAg,@joyfulmordo3168,committing hate crimes with the french pronunciation,2022-11-24T19:21:41Z
UgyFQ9_SP9fGmQvHruV4AaABAg,@terrypvcringe9093,I have schizophrenia so it sorta feels like this all the time,2022-11-24T14:30:28Z
UgznyE6pPCRjc3V6mjp4AaABAg,@shriry,23:03 bleesing in duisgise,2022-11-24T08:49:21Z
Ugx-SHf-IgYbkSLS0V54AaABAg,@ItsKevinBui,Is the challenge deck available for purchase? What's the name of it?,2022-11-24T07:26:51Z
UgzhEVEbpjBKBrQiMcd4AaABAg,@elleh2241,"Such a great idea! It reminds me of a TV show in the UK called Hunted (and a celebrity version called Celebrity Hunted) where a group of professional detectives have to hunt down 8 people through phone signals, security cameras ect and the last one standing wins!",2022-11-23T23:04:44Z
UgzAnokYI0-GYwYTke54AaABAg,@missnickybig,Loving the Daniel Ricciardo hat 🤘,2022-11-23T17:04:58Z
Ugy4vnNUx27YjnibNu94AaABAg,@v5ali911,2:10 so it's 6am and the Wither looks like that dam  it's looks good over there meanwhile in KSA sand storm I should move to another country in winter 😂,2022-11-23T12:44:56Z
Ugw5IcHMm0_Y9_yu1Kh4AaABAg,@MrHyppo,As a french this was funny to watch,2022-11-23T07:43:32Z
Ugxo_Ma-0qR-c6BpbJ94AaABAg,@cassandratruth,"Okay, but what do participants 'pay' if they manage to hitch a ride on a horse and carriage?",2022-11-22T22:50:45Z
UgyMswp2vJu-jJre6XJ4AaABAg,@mattrooz,where are these guys from originally?,2022-11-22T20:15:53Z
UgyyREbkSM-8nuyZRup4AaABAg,@jamescooper8856,That what when he was ask I also wondered how they make wind. Got me.,2022-11-22T00:49:25Z
UgzhyfNSlTZGXNDjGex4AaABAg,@andreaT0208,Yes I have been hunted,2022-11-21T23:15:12Z
UgyuLMmsZj08WZz67mx4AaABAg,@BiggieT04,"Crazy to see Jersey being mentioned at all, most people I talk to online are like ""there's an OLD Jersey?""",2022-11-21T21:31:54Z
UgwJVYUYKdw-eQBm9xl4AaABAg,@thezerg618,Bruh does that mean we cant see the end without buying nebula?!,2022-11-21T17:45:13Z
Ugxrnv_rBUJ5Pj16Tet4AaABAg,@menopriezvisko94,mispronounced french namea are gold,2022-11-21T17:39:24Z
UgxjfEKG0n_RKh5XHqd4AaABAg,@mariafoivi3599,Thats such a cool idea. Thank you for the video!,2022-11-21T13:12:04Z
UgzFM6ssVYJVCpIU4Ql4AaABAg,@baldboo9122,minecraft manhunt,2022-11-21T13:06:20Z
Ugxvh3h9hexMc8s66Ml4AaABAg,@p1xx0r,Better don't play with Liam Neeson.,2022-11-21T09:36:17Z
UgwxVgo0Ney406Jrhv54AaABAg,@josephprendergast771,"Cursed card: Go from Calais to Dover, Kent by ferry, complete challenge and try to get a ferry to Amsterdam within price tag.",2022-11-21T05:06:37Z
Ugxpsz1RyJx7A1jlzPF4AaABAg,@jackhawkins7285,"""cannot be longer than 5 letters but dunkirk is 6"" - this is why i hate watching americans",2022-11-20T18:28:02Z
UgwGN6nJuMKfatwJKLx4AaABAg,@carlitosrobertoiga8292,Danny ric😂,2022-11-20T17:48:14Z
Ugw8k8qIhcNb-jOsbq94AaABAg,@giantdwarf4871,Pls do a part 2 this was so good,2022-11-20T16:42:13Z
Ugy8taJQbw470wLf1NJ4AaABAg,@05isidor,i playde tag in my city ones,2022-11-20T15:53:58Z
UgwTiznyfgg4v9xau-F4AaABAg,@siddywinkles2269,#mrbeast these guys are coming for you 😴🙃🙃,2022-11-20T14:54:14Z
UgzDmYrXiaGb9CheTPx4AaABAg,@TeamEXAngus,The shock I felt from clicking on a random funny-looking video and discovering what Wendover Sam looks like is immense,2022-11-20T10:01:31Z
