comment_id,author,text,published_at,cleaned_comment,sentiment,sentiment_category,tokens,topic
Ugx4KurSlCCeN5WeDE14AaABAg,@Dobjob,In America it’s illegal to drink in public??? Wtf!!!???,2025-01-03T22:46:58Z,in america it s illegal to drink in public wtf,-0.3333333333333333,Negative,"['america', 'illegal', 'drink', 'public', 'wtf']",1
UgwZ4nv6fdWLxIsFHLx4AaABAg,@darthwalrus1327,Bro said “who is Danni  ricciardo?” 😂,2025-01-03T22:24:23Z,bro said who is danni ricciardo,0.0,Neutral,"['bro', 'say', 'danni', 'ricciardo']",0
UgyXwgdViaflqA1O4lV4AaABAg,@redridingcape,"I feel like the game is a bit flawed when Ben gets caught without any chance of escape (unless the seekers mess up) when he went first. I guess that's something you need to consider when concocting your strategy, but I also feel like there should at least be some way for him to escape the town if the initial wait timer was fair. Idk though.",2025-01-03T01:35:59Z,i feel like the game is a bit flawed when ben gets caught without any chance of escape unless the seekers mess up when he went first i guess that s something you need to consider when concocting your strategy but i also feel like there should at least be some way for him to escape the town if the initial wait timer was fair idk though,-0.06071428571428572,Negative,"['feel', 'like', 'game', 'bit', 'flawed', 'ben', 'get', 'catch', 'without', 'chance', 'escape', 'unless', 'seeker', 'mess', 'go', 'first', 'guess', 'something', 'need', 'consider', 'concoct', 'strategy', 'also', 'feel', 'like', 'least', 'way', 'escape', 'town', 'initial', 'wait', 'timer', 'fair', 'idk', 'though']",4
Ugwh50eSzV5EK5mCfZ14AaABAg,@affabaffa4393,You should take a guest viewer on your next season,2025-01-02T02:58:43Z,you should take a guest viewer on your next season,0.0,Neutral,"['take', 'guest', 'viewer', 'next', 'season']",4
UgzHRorK7TOGvNaKMHx4AaABAg,@Onthepeak23,I love how you color coded the subtitles and made them right instead of letting YouTube do it,2024-12-31T22:55:20Z,i love how you color coded the subtitles and made them right instead of letting youtube do it,0.39285714285714285,Positive,"['love', 'color', 'code', 'subtitle', 'make', 'right', 'instead', 'let', 'youtube']",4
UgzEdmurRDprneFSR9t4AaABAg,@JulianDarden-dl9sw,Team Sam,2024-12-27T02:29:13Z,team sam,0.0,Neutral,"['team', 'sam']",4
Ugyiraogag6TcLd0myt4AaABAg,@pritty_anonymous,funny thing about sam drinking in public as a thing that is illegal is the US is that to buy the drink he probably jaywalked.,2024-12-22T16:23:39Z,funny thing about sam drinking in public as a thing that is illegal is the us is that to buy the drink he probably jaywalked,-0.08333333333333333,Negative,"['funny', 'thing', 'sam', 'drink', 'public', 'thing', 'illegal', 'us', 'buy', 'drink', 'probably', 'jaywalk']",1
UgylR7JBCno_oRPdYet4AaABAg,@anaycoole9023,Adam and Ben FOREVER.,2024-12-20T10:39:05Z,adam and ben forever,0.0,Neutral,"['adam', 'ben', 'forever']",3
UgykEEXeh8K8X8UuNSt4AaABAg,@overman138,loophole for adam: just stay in paris in a really obscure or really dense arrondissement,2024-12-19T23:41:17Z,loophole for adam just stay in paris in a really obscure or really dense arrondissement,0.2,Positive,"['loophole', 'adam', 'stay', 'paris', 'really', 'obscure', 'really', 'dense', 'arrondissement']",3
UgxPat23-25Eg5HbUHR4AaABAg,@TemetN,"It seems like every time I rewatch something occurs to me - in this case it's that Ben didn't even really necessarily mess up so much here, he just had poor options.",2024-12-04T02:43:00Z,it seems like every time i rewatch something occurs to me in this case it s that ben didn t even really necessarily mess up so much here he just had poor options,-0.125,Negative,"['seem', 'like', 'every', 'time', 'rewatch', 'something', 'occur', 'case', 'ben', 'even', 'really', 'necessarily', 'mess', 'much', 'poor', 'option']",4
UgwoCGeEPmSKciHXx5h4AaABAg,@papahat4187,I am constantly hunted by big strong men who chase me through the jungles of peru,2024-11-28T04:24:50Z,i am constantly hunted by big strong men who chase me through the jungles of peru,0.14444444444444443,Positive,"['constantly', 'hunt', 'big', 'strong', 'man', 'chase', 'jungle', 'peru']",0
UgzoJr1YkQSb_GDt6AZ4AaABAg,@teanott5073,I have been hunted by male,2024-11-19T06:56:21Z,i have been hunted by male,0.0,Neutral,"['hunt', 'male']",0
UgxrjiZf3Ue5lLic8dx4AaABAg,@Bird19292,"21:16 ""Tower"" the tower that costed him his run",2024-11-14T12:51:27Z,21 16 tower the tower that costed him his run,0.0,Neutral,"['tower', 'tower', 'cost', 'run']",2
Ugwc5lSTyjhVKUxzvPV4AaABAg,@PikIsA_Gamer,"i have not been hunted by men, for sport.",2024-11-14T00:33:43Z,i have not been hunted by men for sport,0.0,Neutral,"['hunt', 'man', 'sport']",0
UgzvwLiMpXt5hvyWusZ4AaABAg,@ReiwaMagi,7:35 qwaso!!,2024-10-28T15:54:03Z,7 35 qwaso,0.0,Neutral,['qwaso'],1
UgxVvp7I1McslQsAU_x4AaABAg,@Belle-lq7je,i have been hunted b men for port,2024-10-15T04:29:36Z,i have been hunted b men for port,0.0,Neutral,"['hunt', 'b', 'man', 'port']",0
Ugzj72BAVMJ3tClrCgF4AaABAg,@CineFabStudio,Am i the only one that is rewatching in october 2024?,2024-10-14T11:33:27Z,am i the only one that is rewatching in october 2024,0.0,Neutral,"['one', 'rewatche', 'october']",1
UgzdOw2djzny5uaQayl4AaABAg,@DubGathoni,"2:44, here are the rules.",2024-09-28T03:23:26Z,2 44 here are the rules,0.0,Neutral,['rule'],2
UgwWelPBsFb86oKAFZB4AaABAg,@g0lgrim1,"Gahd, i hoped so for the Train to Cortrai going of while they check the wrong train still and Ben waving at them from the train. xD",2024-09-27T09:40:46Z,gahd i hoped so for the train to cortrai going of while they check the wrong train still and ben waving at them from the train xd,-0.5,Negative,"['gahd', 'hope', 'train', 'cortrai', 'go', 'check', 'wrong', 'train', 'still', 'ben', 'wave', 'train', 'xd']",3
UgwoJdKSIHqpf-pkz3h4AaABAg,@ChristopherDewey0724,23:15 Why is the path yellow and green? Shouldn’t it be red and green?,2024-09-24T16:45:19Z,23 15 why is the path yellow and green shouldn t it be red and green,-0.1,Negative,"['path', 'yellow', 'green', 'red', 'green']",2
UgxhlcOVCvShfdgZux94AaABAg,@ChristopherDewey0724,7:02 “WhAT?”,2024-09-24T16:26:20Z,7 02 what,0.0,Neutral,[],0
UgxLN_CoAqjjti0PLwZ4AaABAg,@techtiki,"This was the first video that I ever watched from Jet Lag, I decided to come back here to see how much they’ve improved. Thanks YT algorithm.",2024-09-21T11:40:02Z,this was the first video that i ever watched from jet lag i decided to come back here to see how much they ve improved thanks yt algorithm,0.1625,Positive,"['first', 'video', 'ever', 'watch', 'jet', 'lag', 'decide', 'come', 'back', 'see', 'much', 'improve', 'thank', 'yt', 'algorithm']",2
UgyrrxksHiS8T7kk1hN4AaABAg,@JanSlunjski,6:99 i Always wonderd how they make wind,2024-09-20T05:52:50Z,6 99 i always wonderd how they make wind,0.0,Neutral,"['always', 'wonderd', 'make', 'wind']",3
UgyUi4GAYe78jdMaNDh4AaABAg,@puffiduck,such an underrated series watching back in 2024,2024-09-19T02:49:34Z,such an underrated series watching back in 2024,0.0,Neutral,"['underrated', 'series', 'watch', 'back']",2
Ugyz9peK3OL0vosvuCh4AaABAg,@maugli1347,So cool to rewatch old episodes 🤗🤗,2024-09-13T10:06:36Z,so cool to rewatch old episodes,0.22499999999999998,Positive,"['cool', 'rewatch', 'old', 'episode']",3
UgxpxDrDXpMtdoFF3fd4AaABAg,@BecauseICantEdit,"While I understand this was likely not the intention, I foumd the spelling out of dinkirk incredibly demeaning because guess what I went to high school and learned basic history so of course I know how to spell Dunkirk. It's like one of the basic facts of the highlight reel of WWII that the French and British got stranded at Dunkirk so had to be evacuated by civilian mobilisation so of course I know how to spell dunkirk.",2024-09-12T15:26:10Z,while i understand this was likely not the intention i foumd the spelling out of dinkirk incredibly demeaning because guess what i went to high school and learned basic history so of course i know how to spell dunkirk it s like one of the basic facts of the highlight reel of wwii that the french and british got stranded at dunkirk so had to be evacuated by civilian mobilisation so of course i know how to spell dunkirk,0.15142857142857144,Positive,"['understand', 'likely', 'intention', 'foumd', 'spelling', 'dinkirk', 'incredibly', 'demeaning', 'guess', 'go', 'high', 'school', 'learn', 'basic', 'history', 'course', 'know', 'spell', 'dunkirk', 'like', 'one', 'basic', 'fact', 'highlight', 'reel', 'wwii', 'french', 'british', 'get', 'strand', 'dunkirk', 'evacuate', 'civilian', 'mobilisation', 'course', 'know', 'spell', 'dunkirk']",4
